area_sqft,bedrooms,bathrooms,swimming_pool,parking_space,furnished,furniture_available,locality_score,access_main_road,shopping_complex,local_market,previous_price,price,future_trend
5915,7,3,0,1,0,1,10,0,0,1,1083805,975590,Down
36659,2,3,0,2,0,1,2,1,1,0,2337083,2270205,Down
44425,8,1,0,1,0,1,9,0,0,0,2933970,2877410,Down
6451,6,1,0,2,0,0,8,1,1,1,1090070,1001792,Down
8507,8,4,1,4,1,0,7,0,0,1,1369738,1283526,Down
42332,1,4,1,3,1,1,3,0,1,1,2849964,2705129,Down
59096,1,1,1,0,1,1,2,0,0,0,3464285,3341206,Down
31023,7,1,0,3,1,0,7,0,0,1,2238037,2164091,Down
16024,8,2,0,2,0,1,5,0,1,1,1519609,1437869,Down
19782,3,2,1,2,1,0,6,0,0,0,1642135,1584882,Down
24430,5,1,0,3,0,1,4,0,1,0,1860670,1731359,Down
577,1,2,1,5,1,1,2,0,1,0,662449,579636,Down
21111,7,5,0,2,1,1,9,0,0,1,1980964,1866633,Down
17484,5,4,0,1,1,0,3,0,0,0,1476908,1399276,Down
14560,8,4,1,1,1,0,7,0,0,0,1611688,1513323,Down
43803,8,1,1,2,0,1,8,0,0,1,3122173,3004580,Down
59707,9,3,1,2,1,0,2,0,1,0,3829802,3746371,Down
29787,7,1,1,5,1,1,6,1,0,1,2411593,2324157,Down
40211,1,2,1,1,0,1,8,0,0,1,2574318,2505905,Down
12454,3,3,0,2,0,0,7,0,0,0,1218193,1072432,Down
73840,8,2,0,2,1,0,3,0,1,1,4414196,4325711,Down
72601,3,5,0,5,0,0,1,0,0,0,4246361,4128129,Down
72020,8,2,1,5,0,0,6,0,1,0,4430005,4363904,Down
19074,1,5,1,3,0,1,8,0,0,0,1626564,1567733,Down
9684,5,5,1,5,1,0,6,1,1,1,1545261,1410678,Down
19596,4,2,1,0,0,0,5,1,0,0,1656484,1554587,Down
68228,5,2,1,1,1,1,8,1,0,1,4216500,4161496,Down
34516,8,5,1,3,1,1,2,0,1,1,2804635,2666394,Down
11746,4,3,0,0,1,1,1,0,0,1,1106317,1010393,Down
46058,4,5,0,2,1,1,1,0,0,0,2894327,2822818,Down
18881,3,4,0,2,0,0,4,1,0,1,1558963,1471793,Down
36955,7,5,0,3,1,0,6,0,1,1,2743941,2650386,Down
4518,3,3,0,5,0,1,9,0,0,0,874368,809706,Down
11802,3,4,1,2,1,1,1,1,1,0,1315424,1199494,Down
68006,5,1,1,4,0,0,1,1,1,1,4165213,4067810,Down
41657,5,1,1,3,1,0,5,0,1,1,2887923,2801558,Down
55417,6,3,1,0,0,0,10,0,0,0,3610857,3498669,Down
25019,8,5,1,3,1,0,5,0,1,1,2255290,2129230,Down
57319,6,2,1,1,1,0,5,0,1,1,3705886,3557253,Down
71824,1,3,0,5,0,1,10,1,0,1,4220326,4143653,Down
5908,8,4,1,5,1,1,6,0,1,1,1389566,1276095,Down
59879,8,4,1,3,1,1,8,0,1,0,4014555,3947399,Down
25553,9,1,1,2,1,1,3,1,0,1,2180702,2073415,Down
9946,9,4,1,2,0,0,9,0,0,0,1356285,1304640,Down
1422,2,3,0,4,1,1,1,0,1,1,726891,617815,Down
51856,2,4,0,4,1,0,4,1,0,0,3310794,3166209,Down
11289,3,3,1,5,0,0,9,1,0,1,1387858,1262507,Down
67156,1,2,0,4,0,0,8,0,0,0,3808548,3708397,Down
44528,4,1,0,0,0,0,10,1,1,1,2891772,2774388,Down
64984,4,4,1,4,0,0,9,1,1,0,4213720,4063855,Down
32654,9,3,1,0,0,0,1,0,0,1,2371266,2287725,Down
2836,9,5,1,4,1,0,9,1,1,1,1296792,1173945,Down
68279,9,1,1,5,1,1,3,0,0,0,4371846,4234747,Down
19529,7,2,1,5,1,0,10,0,0,0,1938912,1808173,Down
59701,2,3,0,0,0,1,9,0,0,0,3544235,3443280,Down
32765,5,2,1,3,1,1,1,0,0,0,2267370,2208080,Down
44372,4,2,1,5,0,0,1,1,0,0,2876472,2767530,Down
46697,8,4,1,3,0,0,9,0,1,1,3336269,3203602,Down
55680,2,4,0,2,1,1,6,0,1,0,3435168,3355025,Down
24210,6,3,1,0,0,1,4,0,1,0,1988237,1913728,Down
29986,5,5,1,5,0,1,7,0,1,1,2513384,2375604,Down
72407,2,3,1,1,1,1,5,1,0,0,4304131,4217390,Down
72395,1,5,0,2,0,0,10,1,0,0,4234344,4157446,Down
64935,8,2,1,3,0,0,7,1,1,0,4231317,4081398,Down
41131,2,1,1,5,1,0,8,0,1,1,2837254,2701580,Down
20603,7,3,1,0,0,1,8,1,0,0,1909913,1796965,Down
65272,9,3,0,4,0,0,1,1,0,1,4121037,4009269,Down
14882,9,5,1,1,1,1,8,0,0,1,1778052,1684790,Down
4256,8,2,1,3,1,0,6,1,1,0,1161712,1106206,Down
21109,9,2,1,2,1,1,4,0,0,1,1991087,1920482,Down
16978,2,5,0,0,1,0,8,1,0,0,1525413,1396823,Down
40166,6,2,1,1,0,0,3,1,1,0,2713103,2634872,Down
71815,4,4,1,0,0,1,4,1,1,0,4369177,4239780,Down
14653,4,1,1,5,1,1,6,1,1,0,1612677,1485554,Down
13499,5,3,0,4,0,1,7,0,0,0,1322668,1259153,Down
55818,3,1,0,2,0,1,4,0,0,1,3360199,3222988,Down
1314,1,3,1,0,1,1,4,1,1,1,679930,591308,Down
2943,8,4,0,3,1,0,7,0,0,1,989417,922817,Down
73819,5,2,0,5,0,1,6,1,0,1,4419389,4341497,Down
17868,3,5,0,5,1,0,8,1,0,0,1679164,1545885,Down
15828,7,4,1,2,1,0,1,1,1,0,1650572,1531262,Down
57442,7,1,1,5,1,0,10,1,1,1,3879849,3808048,Down
27806,1,5,0,3,0,0,7,1,0,0,2009885,1922190,Down
40415,9,2,0,0,1,0,7,1,0,1,2861483,2782630,Down
37719,2,4,0,2,0,1,7,0,0,1,2447939,2393510,Down
65144,5,5,1,5,0,1,7,0,0,1,4155335,4100729,Down
60779,5,4,1,5,0,0,10,1,1,1,4007646,3953168,Down
53528,8,4,0,3,1,0,10,0,1,0,3623631,3489815,Down
626,8,2,0,4,1,1,8,1,0,0,935957,845823,Down
52829,7,3,0,4,1,1,9,0,0,1,3520736,3400773,Down
28132,7,5,0,5,1,0,9,0,1,1,2405711,2284814,Down
65810,6,2,1,0,1,1,2,0,0,1,3968972,3893497,Down
55676,6,4,0,2,0,1,7,1,1,1,3641980,3525803,Down
44827,9,2,1,5,0,1,7,0,0,1,3146759,3075029,Down
69404,6,3,0,1,0,0,4,1,1,0,4171338,4100225,Down
4297,2,5,0,2,1,1,9,1,0,1,925169,855158,Down
48382,2,3,0,4,0,0,8,1,0,1,3084870,2979124,Down
14218,5,1,0,5,0,0,1,0,1,0,1273595,1180742,Down
35060,4,5,0,3,1,0,2,0,1,0,2488603,2353408,Down
22616,2,3,1,1,1,0,2,0,0,0,1707150,1620332,Down
36744,3,4,0,5,0,0,8,1,0,0,2528459,2441138,Down
2145,7,5,0,0,0,1,1,1,1,0,784254,712945,Down
48023,8,5,0,1,1,0,4,0,1,0,3250578,3181890,Down
19756,6,2,1,5,1,0,10,1,0,0,1914475,1836299,Down
53673,5,4,1,0,1,0,5,0,0,0,3420911,3302032,Down
37930,1,1,1,1,1,1,9,0,1,0,2518327,2400735,Down
39782,8,3,1,0,0,1,7,0,1,1,2941051,2806323,Down
63874,3,2,0,0,0,1,8,0,1,0,3750078,3611066,Down
68744,6,3,0,1,1,1,9,1,1,1,4239083,4179667,Down
12194,3,1,0,1,0,1,7,0,1,1,1174010,1084016,Down
56764,7,1,1,0,0,1,5,0,0,1,3551386,3434964,Down
58045,7,5,0,4,1,1,5,0,0,1,3791730,3733146,Down
39724,9,1,0,1,0,0,10,0,1,1,2861338,2718036,Down
13724,5,3,1,5,0,0,6,0,0,1,1441953,1373123,Down
41238,8,4,1,2,0,1,5,0,0,1,3053436,2917611,Down
25650,8,4,1,3,1,0,9,0,1,1,2320858,2193792,Down
64231,1,5,0,0,1,0,3,1,0,0,3641755,3588164,Down
50188,5,3,0,0,0,1,3,1,0,1,3154217,3010339,Down
74009,3,3,1,3,1,0,7,1,0,1,4430645,4359250,Down
9077,1,1,0,4,1,0,7,1,1,1,1069472,965290,Down
8570,4,3,1,3,1,1,6,0,1,1,1208484,1141746,Down
9166,8,2,1,1,0,0,3,1,0,0,1198736,1146105,Down
58261,3,1,0,3,0,1,7,1,0,1,3490603,3422698,Down
36868,2,2,1,0,1,1,5,1,0,0,2454307,2385251,Down
7283,9,5,1,3,0,0,7,0,0,0,1359920,1220838,Down
42414,5,4,1,2,0,0,2,1,0,1,2904645,2819198,Down
71007,7,5,0,5,0,0,6,1,0,1,4419532,4315114,Down
68026,2,4,1,1,0,1,8,0,1,0,4075960,3988770,Down
71335,9,5,1,3,0,1,1,1,0,1,4511265,4435251,Down
46265,9,3,1,0,1,1,4,0,0,1,3258456,3135457,Down
20456,4,2,1,5,0,0,1,1,1,0,1745235,1644957,Down
46740,4,4,1,1,0,0,1,0,0,0,2856996,2805216,Down
37648,6,1,1,0,0,1,10,1,0,1,2711115,2569472,Down
5257,6,2,1,4,1,0,8,1,0,1,1230886,1121628,Down
19597,1,1,0,2,1,0,7,1,0,1,1544105,1396982,Down
10895,9,2,0,4,1,1,10,0,1,0,1469803,1377611,Down
16741,2,2,1,2,0,1,1,1,0,1,1450536,1341236,Down
28196,5,5,0,3,1,0,2,0,1,0,2130264,1989760,Down
70980,9,4,0,1,1,1,4,0,0,0,4406910,4257781,Down
46663,4,4,1,3,1,0,1,0,0,1,3038199,2944276,Down
20316,3,2,0,2,1,1,3,0,1,0,1607574,1468378,Down
50340,7,3,1,2,0,1,8,1,0,1,3362278,3309883,Down
53353,6,3,1,2,1,1,8,1,1,1,3664816,3517432,Down
25417,8,1,1,5,1,0,8,1,1,0,2238016,2172237,Down
22066,3,1,1,0,0,0,6,0,1,1,1691307,1570279,Down
63323,5,5,1,1,0,1,6,1,0,0,3959618,3879896,Down
21306,4,2,0,3,1,1,5,0,0,0,1673677,1616566,Down
2259,4,1,1,3,0,1,9,0,0,1,762990,703006,Down
42449,4,1,0,4,1,0,4,0,0,1,2756459,2608907,Down
2982,8,2,1,2,0,1,10,1,1,1,1144519,1001343,Down
24942,6,5,1,2,0,1,7,1,0,1,2204459,2082131,Down
34219,3,1,1,2,1,1,1,0,0,0,2224575,2147651,Down
58566,5,5,0,3,0,1,9,1,1,0,3787384,3684681,Down
2579,6,4,1,4,1,0,7,1,1,0,1081965,999388,Down
3217,5,5,1,0,0,0,10,0,0,1,967400,909689,Down
60176,6,3,1,5,1,1,9,0,1,0,4054984,3919436,Down
28452,8,3,1,1,0,0,7,1,1,0,2398952,2249083,Down
42960,7,5,0,0,0,0,2,0,1,1,2792601,2738505,Down
73347,5,3,1,3,0,0,6,0,1,1,4440458,4323903,Down
18949,6,4,0,5,0,1,10,1,1,1,1910823,1770975,Down
34036,4,2,1,5,0,0,4,1,0,0,2477214,2352202,Down
64577,9,3,0,5,1,0,3,0,0,1,4103112,4044858,Down
38758,4,3,0,2,0,0,2,1,0,0,2540203,2392248,Down
48802,1,5,1,1,1,1,6,0,0,0,3168407,3041287,Down
29365,7,4,1,3,1,1,8,0,0,0,2341488,2285523,Down
7145,7,2,0,3,1,0,6,1,0,0,1178486,1051486,Down
38500,4,5,1,5,0,0,9,0,0,0,2823544,2695569,Down
27237,3,5,1,3,1,1,5,0,1,1,2168372,2060385,Down
11985,8,4,1,1,0,1,2,0,0,0,1370890,1287927,Down
39065,5,2,0,1,1,0,8,1,0,1,2745250,2601274,Down
26022,7,4,1,4,1,0,9,1,0,0,2210281,2157008,Down
65655,4,2,1,4,1,1,10,1,1,0,4173233,4107903,Down
55668,4,4,1,0,1,1,4,0,0,1,3545861,3474367,Down
52987,8,5,0,1,1,0,6,0,0,0,3544761,3418339,Down
12842,8,5,1,1,0,1,10,1,1,0,1625391,1572179,Down
41306,2,1,0,1,1,0,8,1,0,1,2695297,2561856,Down
49270,2,3,1,4,1,0,9,1,0,1,3300417,3162823,Down
53103,3,4,0,5,0,0,5,0,1,0,3251550,3200470,Down
26899,3,1,1,5,0,1,6,1,0,0,2079723,1997048,Down
55606,1,3,1,3,0,0,4,0,1,0,3377216,3305209,Down
31178,3,4,0,5,1,0,5,1,0,1,2317646,2185005,Down
63730,6,2,0,2,1,1,7,0,0,0,3937479,3791664,Down
74555,8,3,0,4,1,1,9,0,0,1,4606450,4509635,Down
56873,6,5,1,1,1,0,10,1,1,1,3894951,3761469,Down
31980,5,1,1,5,1,0,6,0,1,0,2305688,2255049,Down
69336,4,3,1,4,1,1,6,1,1,1,4383674,4270081,Down
72758,3,3,1,5,0,1,8,0,0,0,4419209,4291171,Down
40486,4,5,0,0,0,1,4,0,0,0,2684896,2540997,Down
24660,7,4,1,1,1,0,3,1,1,1,2118087,2064351,Down
65429,1,2,1,0,1,0,7,0,1,1,3839457,3772984,Down
74006,7,5,1,1,1,0,5,1,0,1,4667353,4583334,Down
35411,1,2,1,4,1,1,2,1,0,1,2470270,2333647,Down
32321,2,4,1,3,1,0,2,1,0,1,2368888,2224863,Down
61035,4,3,1,5,0,1,6,0,0,1,3808607,3721787,Down
12675,1,2,1,5,0,0,8,0,1,0,1309618,1174757,Down
55271,9,1,0,2,1,1,1,0,0,0,3525617,3418028,Down
66858,6,1,1,0,0,0,6,1,0,0,4035985,3920178,Down
17827,1,5,1,5,1,0,2,1,0,1,1553036,1484622,Down
47557,1,4,1,4,1,1,2,0,0,1,3034253,2960033,Down
6650,6,5,1,3,1,1,7,0,0,1,1352204,1241673,Down
4925,4,5,0,4,0,0,10,1,0,0,1006969,914544,Down
16532,4,5,0,0,0,1,1,0,0,0,1364264,1304877,Down
2698,6,1,0,2,1,1,6,1,1,1,954224,827409,Down
61000,7,1,0,5,0,0,7,0,1,1,3757278,3679694,Down
53894,9,5,0,4,0,1,8,1,1,1,3775325,3680542,Down
20579,5,1,0,1,1,0,7,0,0,1,1656909,1567100,Down
36720,9,4,1,3,0,0,6,0,1,0,2822797,2718470,Down
42374,4,5,0,4,0,1,9,1,0,0,2846113,2785256,Down
14359,2,1,0,3,1,1,3,1,0,0,1259682,1167421,Down
50960,3,2,1,5,1,0,6,1,0,1,3356443,3232855,Down
31919,1,5,0,1,0,0,4,0,0,0,2032031,1965036,Down
9205,6,5,1,2,1,0,2,1,1,1,1302737,1239157,Down
43380,6,4,1,2,0,0,1,1,0,1,2938935,2870695,Down
23736,1,3,0,1,1,0,1,0,0,1,1658733,1525287,Down
15858,3,3,1,3,1,0,10,1,1,0,1642810,1517058,Down
15096,5,4,0,5,1,1,3,1,1,0,1541204,1445093,Down
34072,3,4,0,4,1,1,4,1,1,1,2499808,2359361,Down
1779,3,4,1,1,0,1,2,0,0,0,743284,658418,Down
63697,3,3,1,0,1,0,1,0,1,1,3834211,3703237,Down
63016,5,4,0,3,1,1,4,0,0,1,3909951,3786550,Down
7583,5,1,1,2,1,0,7,1,0,1,1219845,1087752,Down
18271,4,5,1,1,0,0,10,0,1,0,1662017,1599806,Down
30475,1,5,0,2,0,1,6,1,1,0,2113329,2004344,Down
46148,5,2,0,3,1,0,6,1,1,1,3003128,2919860,Down
48785,5,2,1,2,1,0,9,1,0,0,3240252,3186606,Down
19563,4,5,0,1,1,0,2,0,0,0,1598219,1492848,Down
68142,6,1,0,3,1,0,4,0,0,0,4006107,3913291,Down
38099,4,3,0,0,1,0,5,1,0,0,2594041,2454581,Down
52420,7,3,0,1,1,0,1,1,0,1,3295641,3201529,Down
29029,7,1,0,4,0,1,8,0,0,0,2174673,2073625,Down
36454,2,3,0,5,1,0,8,0,1,1,2495286,2390375,Down
28356,3,4,0,1,1,0,6,0,0,1,2061404,1935958,Down
3073,1,5,1,3,1,0,5,1,1,0,852226,800448,Down
35867,8,5,0,5,1,0,8,0,1,1,2810012,2714260,Down
61274,9,1,1,1,1,1,3,0,1,1,3969653,3834676,Down
24252,4,3,1,0,1,1,3,0,1,0,1956442,1835716,Down
55529,6,2,1,0,0,0,2,1,1,1,3565968,3435128,Down
18185,9,2,0,4,0,0,5,0,0,1,1699360,1622071,Down
52193,6,3,0,2,0,0,3,1,0,0,3221642,3126854,Down
56461,9,2,1,5,0,1,3,1,0,0,3718462,3663715,Down
56633,4,1,0,3,0,1,6,1,0,0,3423866,3299044,Down
61768,8,1,1,3,0,1,8,0,1,0,3948259,3898214,Down
38743,9,3,0,2,1,1,2,0,1,0,2801021,2655743,Down
57884,4,2,0,0,1,0,4,0,1,1,3433922,3376164,Down
32153,5,1,1,0,1,1,7,1,0,1,2388275,2314838,Down
27157,8,1,1,1,1,1,1,0,0,0,2141711,2072126,Down
40452,6,4,1,4,1,0,1,1,0,0,2919724,2770965,Down
22680,7,4,0,5,1,0,10,0,0,1,1969297,1909443,Down
2122,3,1,1,4,0,1,7,0,1,0,847615,745539,Down
49256,7,3,0,4,1,1,7,0,1,0,3388808,3281858,Down
41309,8,5,0,1,0,1,1,0,0,1,2770979,2703630,Down
17225,6,5,0,4,0,1,1,1,0,1,1686269,1540041,Down
61896,9,1,1,2,1,0,4,1,1,1,4042803,3971455,Down
51726,6,1,1,1,1,0,5,1,1,0,3386495,3302199,Down
29902,9,1,1,2,1,1,5,1,1,1,2443220,2373765,Down
4763,4,3,0,1,1,1,4,0,1,0,959051,830227,Down
47328,8,4,0,4,1,1,8,1,0,1,3308886,3204865,Down
48424,4,1,1,2,1,1,7,1,1,0,3251370,3129447,Down
74682,2,1,0,2,1,1,9,1,1,0,4364952,4275659,Down
59552,9,2,0,2,0,0,7,0,1,0,3802228,3652798,Down
12164,5,3,1,1,1,0,10,1,1,1,1561492,1422940,Down
36237,4,1,1,3,1,0,1,1,0,1,2460454,2364338,Down
29873,2,2,1,4,0,1,7,0,0,1,2152649,2062165,Down
36897,1,5,0,2,1,1,1,0,0,0,2389209,2308994,Down
39209,7,1,0,5,1,0,7,1,0,1,2799986,2668348,Down
61620,6,1,0,3,0,0,10,1,0,1,3731323,3677919,Down
19750,2,2,0,5,1,1,8,0,0,0,1614830,1527570,Down
21672,8,3,0,4,1,0,9,1,1,0,2061855,1946213,Down
12055,4,1,1,4,1,1,3,0,1,1,1435188,1304457,Down
53776,8,5,0,2,1,1,4,1,1,1,3670944,3574935,Down
57992,7,1,0,2,1,0,4,1,1,1,3734790,3592101,Down
53502,5,5,0,1,1,0,9,1,0,0,3446708,3367103,Down
72855,8,4,1,3,0,0,7,1,1,1,4649433,4546228,Down
25262,9,4,1,3,1,1,3,1,0,0,2220103,2132534,Down
11546,5,5,1,2,1,1,10,0,1,0,1484126,1428546,Down
29269,5,3,0,4,0,0,5,0,1,1,2110499,2055099,Down
53802,2,1,1,2,0,1,7,1,1,1,3373773,3284130,Down
23650,5,1,1,4,1,1,8,1,0,0,2081746,1935561,Down
68747,3,4,1,4,0,1,1,1,1,0,4175381,4029349,Down
5353,7,5,0,2,1,0,2,0,0,1,1043672,907499,Down
22292,5,1,1,0,1,1,7,0,0,1,1870054,1781039,Down
59629,8,1,0,3,0,0,2,0,1,1,3705963,3584250,Down
74978,1,3,0,5,1,0,7,0,0,0,4312150,4189345,Down
67798,3,2,1,4,1,1,9,0,0,0,4097914,4032940,Down
32487,3,4,0,4,0,0,2,0,1,1,2212702,2148665,Down
16350,9,4,1,0,0,1,7,0,1,0,1752038,1617746,Down
12612,5,2,0,5,0,0,4,0,1,0,1232920,1166753,Down
24558,9,1,1,1,0,0,2,1,1,1,2061866,1923112,Down
45920,9,3,1,0,1,1,7,0,1,0,3260042,3119339,Down
39390,1,3,1,5,0,0,5,0,1,1,2666326,2573178,Down
66517,2,4,0,0,0,0,1,0,0,1,3794241,3672088,Down
47804,5,3,1,4,0,0,5,0,1,0,3111128,3039594,Down
33421,4,2,0,3,0,1,3,1,1,0,2345916,2204921,Down
2024,9,1,1,0,0,1,7,0,0,1,1015000,878922,Down
15548,7,2,0,1,1,0,6,1,1,0,1543886,1437007,Down
35611,6,5,0,2,0,0,8,1,0,1,2613444,2497605,Down
38404,7,4,1,5,1,0,5,1,1,0,2854351,2774595,Down
55412,1,3,1,0,0,1,2,0,1,0,3223573,3160890,Down
34508,1,5,1,0,0,1,9,0,0,0,2417572,2318087,Down
560,8,3,1,1,0,0,8,0,1,1,1001309,853078,Down
55837,2,1,1,3,0,1,6,1,0,0,3336566,3275541,Down
13850,9,1,0,0,0,1,10,1,1,1,1556396,1419970,Down
24854,7,1,1,0,0,1,7,1,1,1,2010256,1941541,Down
45686,6,3,1,3,0,1,9,1,0,1,3237594,3117497,Down
28645,1,5,0,1,0,0,7,0,1,0,2036406,1888023,Down
34520,1,1,1,5,1,1,3,0,1,1,2391719,2248776,Down
21081,2,5,1,5,0,1,6,0,0,1,1887762,1750646,Down
23551,6,3,0,0,1,0,7,1,1,0,1940839,1815134,Down
51974,6,5,1,3,0,0,2,1,0,1,3365116,3298000,Down
70126,2,3,1,0,1,1,3,0,1,1,4101382,4014638,Down
7460,1,3,1,2,0,1,4,0,0,0,983180,845601,Down
36272,5,4,0,5,0,0,10,1,1,1,2591211,2539087,Down
22020,5,3,1,4,0,0,6,0,0,0,1835333,1747282,Down
49981,2,3,0,2,1,0,1,0,0,1,3001291,2944115,Down
36908,6,2,1,0,1,1,9,1,1,1,2847508,2706198,Down
57634,9,1,0,1,1,1,5,1,1,0,3763334,3648516,Down
20991,2,4,1,5,1,0,7,1,0,1,1817030,1748354,Down
1841,2,4,0,4,0,1,9,0,1,1,752142,656965,Down
45123,3,4,0,2,0,0,9,1,0,1,2937604,2797308,Down
838,7,2,0,5,0,1,1,0,1,0,737054,686057,Down
71931,6,3,0,3,1,0,1,0,1,0,4256427,4147097,Down
12754,8,1,0,1,0,0,3,1,0,0,1325182,1231413,Down
52360,8,5,0,2,1,1,6,0,0,0,3479112,3350459,Down
11844,6,3,1,3,1,1,2,1,1,0,1407199,1345968,Down
2250,3,2,1,0,1,1,10,1,1,1,980933,835646,Down
55256,3,3,0,3,1,1,1,0,1,0,3386646,3263670,Down
68457,1,3,0,2,1,1,1,0,1,0,3958757,3823310,Down
58553,7,2,0,2,0,1,5,1,1,0,3726585,3620620,Down
71355,5,4,0,0,1,0,4,1,0,1,4304711,4173567,Down
16396,4,4,1,3,1,1,1,1,1,1,1688248,1543047,Down
56261,4,1,0,3,0,0,4,1,1,0,3374986,3263469,Down
63052,4,1,1,0,1,0,3,1,0,1,3830870,3688177,Down
28435,6,4,1,3,1,1,2,1,0,1,2313986,2169671,Down
38141,8,5,0,5,0,0,9,0,0,1,2837230,2691726,Down
30211,8,3,0,0,0,0,1,0,1,1,2208898,2131511,Down
70842,5,5,1,1,0,1,7,0,0,0,4300874,4246784,Down
12682,6,3,1,2,1,1,4,0,0,0,1382508,1307563,Down
56776,4,4,0,1,0,1,5,1,0,1,3474513,3384274,Down
20041,9,1,0,5,0,0,10,0,0,1,1811728,1757985,Down
45313,8,1,0,5,0,1,5,0,1,1,3078579,2997655,Down
37698,1,5,1,4,1,1,1,1,1,1,2618692,2558496,Down
9320,2,1,1,4,0,1,6,0,1,0,1175643,1033828,Down
24570,9,4,0,4,1,1,9,1,0,1,2328305,2209445,Down
70268,8,5,1,0,1,0,2,1,0,0,4433862,4342462,Down
11622,3,3,1,3,0,1,7,1,0,1,1391429,1256252,Down
74043,8,1,0,5,1,0,6,1,0,0,4614169,4471151,Down
42286,1,2,0,1,1,1,5,1,0,1,2749321,2600791,Down
7237,4,1,1,1,0,0,4,0,0,0,1004570,874171,Down
36562,3,3,1,1,1,0,4,0,1,0,2538464,2439669,Down
54737,6,5,0,1,0,0,6,0,1,0,3495870,3394317,Down
52071,7,3,0,4,1,1,4,1,0,1,3435237,3361126,Down
26010,4,2,0,1,1,0,5,0,1,0,1930210,1817127,Down
19926,7,4,0,3,0,1,6,0,0,1,1788672,1677072,Down
37765,9,1,0,4,0,1,5,0,0,0,2629635,2529613,Down
18350,2,5,1,1,1,1,7,0,1,0,1619189,1565990,Down
66650,3,4,1,0,1,1,9,1,0,1,4162401,4061504,Down
52875,5,3,1,2,0,1,10,0,1,0,3480594,3392556,Down
35935,3,5,1,2,1,0,7,1,0,1,2582048,2477010,Down
57632,8,4,0,2,1,1,7,1,0,1,3795489,3737592,Down
3483,8,5,0,4,1,0,4,0,1,1,1081011,966470,Down
21162,8,2,0,1,1,0,1,1,0,1,1781963,1717071,Down
24010,9,2,1,5,0,0,8,1,0,0,2130916,2072645,Down
41498,4,1,1,5,0,0,4,1,0,0,2753403,2678588,Down
57346,5,1,1,5,0,0,1,1,1,1,3606493,3510881,Down
7140,5,2,0,4,0,0,5,1,0,0,1037918,954561,Down
45047,8,5,1,3,0,0,8,1,0,0,3311083,3185995,Down
55120,7,2,0,0,0,1,4,1,0,1,3388021,3321754,Down
15817,9,1,0,0,1,0,8,0,1,0,1573955,1505687,Down
8064,8,2,0,2,0,1,8,0,1,1,1154670,1090407,Down
27845,2,2,0,2,1,0,3,1,1,0,1941105,1820170,Down
74538,4,5,0,5,1,0,9,1,1,0,4679986,4534639,Down
52893,6,4,0,5,1,0,3,0,1,1,3506391,3396731,Down
66581,2,1,1,2,0,0,1,0,0,0,3783593,3668066,Down
29930,7,5,0,1,1,1,2,0,1,0,2351513,2238134,Down
28288,3,2,0,3,0,1,6,0,1,1,2089464,1944922,Down
49043,3,2,1,3,1,1,10,1,0,0,3277513,3186242,Down
14419,2,4,0,3,1,0,2,1,1,1,1381630,1265018,Down
69846,8,1,1,3,0,0,6,0,0,0,4219637,4162402,Down
